,Case,Method,Sigma_Option,Sigma,Normalized,Empirical_Method,Similarity_Overlap,Distance_Euclidean,MSE_s1,KL_Divergence_s1,AIC_s1,BIC_s1,MSE_s2,KL_Divergence_s2,AIC_s2,BIC_s2
95,2,nd,r0.5,0.5,True,counts,0.953276608900833,0.8149292717990616,0.46518594836897714,-14.611263305091416,8309.564113084965,8319.37962364293,0.5150519791350159,-5.661001237082942,9646.278561773946,9656.09407233191
96,2,kde,0.01,,False,kde,0.14891458790998058,16.771650063321324,0.08553531655896592,-4.142450761919215,6028.639140405296,6038.45465096326,0.6906213546524227,-5.95748539836282,9390.170580463391,9399.986091021356
97,2,kde,0.01,,False,counts,0.14891458790998058,16.771650063321324,0.07469519732363407,-12.29490026900013,6028.639140405296,6038.45465096326,0.6906213546524227,-5.95748539836282,9390.170580463391,9399.986091021356
98,2,kde,0.1,,False,kde,0.14891458790998058,16.771650063321324,0.08553531655896592,-4.142450761919215,6028.639140405296,6038.45465096326,0.6906213546524227,-5.95748539836282,9390.170580463391,9399.986091021356
99,2,kde,0.1,,False,counts,0.14891458790998058,16.771650063321324,0.07469519732363407,-12.29490026900013,6028.639140405296,6038.45465096326,0.6906213546524227,-5.95748539836282,9390.170580463391,9399.986091021356
100,2,kde,0.2,,False,kde,0.14891458790998058,16.771650063321324,0.08553531655896592,-4.142450761919215,6028.639140405296,6038.45465096326,0.6906213546524227,-5.95748539836282,9390.170580463391,9399.986091021356
101,2,kde,0.2,,False,counts,0.14891458790998058,16.771650063321324,0.07469519732363407,-12.29490026900013,6028.639140405296,6038.45465096326,0.6906213546524227,-5.95748539836282,9390.170580463391,9399.986091021356
102,2,kde,0.5,,False,kde,0.14891458790998058,16.771650063321324,0.08553531655896592,-4.142450761919215,6028.639140405296,6038.45465096326,0.6906213546524227,-5.95748539836282,9390.170580463391,9399.986091021356
103,2,kde,0.5,,False,counts,0.14891458790998058,16.771650063321324,0.07469519732363407,-12.29490026900013,6028.639140405296,6038.45465096326,0.6906213546524227,-5.95748539836282,9390.170580463391,9399.986091021356
104,2,kde,r0.01,,False,kde,0.14891458790998058,16.771650063321324,0.08553531655896592,-4.142450761919215,6028.639140405296,6038.45465096326,0.6906213546524227,-5.95748539836282,9390.170580463391,9399.986091021356
105,2,kde,r0.01,,False,counts,0.14891458790998058,16.771650063321324,0.07469519732363407,-12.29490026900013,6028.639140405296,6038.45465096326,0.6906213546524227,-5.95748539836282,9390.170580463391,9399.986091021356
106,2,kde,r0.1,,False,kde,0.14891458790998058,16.771650063321324,0.08553531655896592,-4.142450761919215,6028.639140405296,6038.45465096326,0.6906213546524227,-5.95748539836282,9390.170580463391,9399.986091021356
107,2,kde,r0.1,,False,counts,0.14891458790998058,16.771650063321324,0.07469519732363407,-12.29490026900013,6028.639140405296,6038.45465096326,0.6906213546524227,-5.95748539836282,9390.170580463391,9399.986091021356
108,2,kde,r0.2,,False,kde,0.14891458790998058,16.771650063321324,0.08553531655896592,-4.142450761919215,6028.639140405296,6038.45465096326,0.6906213546524227,-5.95748539836282,9390.170580463391,9399.986091021356
109,2,kde,r0.2,,False,counts,0.14891458790998058,16.771650063321324,0.07469519732363407,-12.29490026900013,6028.639140405296,6038.45465096326,0.6906213546524227,-5.95748539836282,9390.170580463391,9399.986091021356
110,2,kde,r0.5,,False,kde,0.14891458790998058,16.771650063321324,0.08553531655896592,-4.142450761919215,6028.639140405296,6038.45465096326,0.6906213546524227,-5.95748539836282,9390.170580463391,9399.986091021356
111,2,kde,r0.5,,False,counts,0.14891458790998058,16.771650063321324,0.07469519732363407,-12.29490026900013,6028.639140405296,6038.45465096326,0.6906213546524227,-5.95748539836282,9390.170580463391,9399.986091021356
112,2,kde,0.01,,True,kde,0.49461108991264796,11.0154406696887,0.2959856470764439,-4.608994486063924,7575.481131939958,7585.296642497922,0.6906213546524205,-5.957485398362818,9390.170580463393,9399.986091021357
113,2,kde,0.01,,True,counts,0.49461108991264796,11.0154406696887,0.2812039505721949,-14.48403621485995,7575.481131939958,7585.296642497922,0.6906213546524205,-5.957485398362818,9390.170580463393,9399.986091021357
114,2,kde,0.1,,True,kde,0.49461108991264796,11.0154406696887,0.2959856470764439,-4.608994486063924,7575.481131939958,7585.296642497922,0.6906213546524205,-5.957485398362818,9390.170580463393,9399.986091021357
115,2,kde,0.1,,True,counts,0.49461108991264796,11.0154406696887,0.2812039505721949,-14.48403621485995,7575.481131939958,7585.296642497922,0.6906213546524205,-5.957485398362818,9390.170580463393,9399.986091021357
116,2,kde,0.2,,True,kde,0.49461108991264796,11.0154406696887,0.2959856470764439,-4.608994486063924,7575.481131939958,7585.296642497922,0.6906213546524205,-5.957485398362818,9390.170580463393,9399.986091021357
117,2,kde,0.2,,True,counts,0.49461108991264796,11.0154406696887,0.2812039505721949,-14.48403621485995,7575.481131939958,7585.296642497922,0.6906213546524205,-5.957485398362818,9390.170580463393,9399.986091021357
118,2,kde,0.5,,True,kde,0.49461108991264796,11.0154406696887,0.2959856470764439,-4.608994486063924,7575.481131939958,7585.296642497922,0.6906213546524205,-5.957485398362818,9390.170580463393,9399.986091021357
119,2,kde,0.5,,True,counts,0.49461108991264796,11.0154406696887,0.2812039505721949,-14.48403621485995,7575.481131939958,7585.296642497922,0.6906213546524205,-5.957485398362818,9390.170580463393,9399.986091021357
120,2,kde,r0.01,,True,kde,0.49461108991264796,11.0154406696887,0.2959856470764439,-4.608994486063924,7575.481131939958,7585.296642497922,0.6906213546524205,-5.957485398362818,9390.170580463393,9399.986091021357
121,2,kde,r0.01,,True,counts,0.49461108991264796,11.0154406696887,0.2812039505721949,-14.48403621485995,7575.481131939958,7585.296642497922,0.6906213546524205,-5.957485398362818,9390.170580463393,9399.986091021357
122,2,kde,r0.1,,True,kde,0.49461108991264796,11.0154406696887,0.2959856470764439,-4.608994486063924,7575.481131939958,7585.296642497922,0.6906213546524205,-5.957485398362818,9390.170580463393,9399.986091021357
123,2,kde,r0.1,,True,counts,0.49461108991264796,11.0154406696887,0.2812039505721949,-14.48403621485995,7575.481131939958,7585.296642497922,0.6906213546524205,-5.957485398362818,9390.170580463393,9399.986091021357
124,2,kde,r0.2,,True,kde,0.49461108991264796,11.0154406696887,0.2959856470764439,-4.608994486063924,7575.481131939958,7585.296642497922,0.6906213546524205,-5.957485398362818,9390.170580463393,9399.986091021357
125,2,kde,r0.2,,True,counts,0.49461108991264796,11.0154406696887,0.2812039505721949,-14.48403621485995,7575.481131939958,7585.296642497922,0.6906213546524205,-5.957485398362818,9390.170580463393,9399.986091021357
126,2,kde,r0.5,,True,kde,0.49461108991264796,11.0154406696887,0.2959856470764439,-4.608994486063924,7575.481131939958,7585.296642497922,0.6906213546524205,-5.957485398362818,9390.170580463393,9399.986091021357
127,2,kde,r0.5,,True,counts,0.49461108991264796,11.0154406696887,0.2812039505721949,-14.48403621485995,7575.481131939958,7585.296642497922,0.6906213546524205,-5.957485398362818,9390.170580463393,9399.986091021357
128,3,nd,0.01,0.01,False,kde,0.2966829855417632,4.404043438698147,0.055855521921022444,-1.9750731546672782,6122.513124960173,6132.328635518137,0.02767579195101995,-2.874756142650003,4106.6820767108575,4116.497587268822
129,3,nd,0.01,0.01,False,counts,0.2966829855417632,4.404043438698147,0.04032531223517274,-0.3313452103789123,6122.513124960173,6132.328635518137,0.02767579195101995,-2.874756142650003,4106.6820767108575,4116.497587268822
130,3,nd,0.1,0.1,False,kde,0.4084255374203785,5.016054689115673,0.13446352413984103,-4.827203645063187,5839.63727818549,5849.452788743454,0.07112235191225263,-4.117248085924324,4074.5123415970775,4084.327852155042
131,3,nd,0.1,0.1,False,counts,0.4084255374203785,5.016054689115673,0.10436253877458469,-33.14196745447963,5839.63727818549,5849.452788743454,0.07112235191225263,-4.117248085924324,4074.5123415970775,4084.327852155042
132,3,nd,0.2,0.2,False,kde,0.40659995104203744,5.563109309698116,0.17466399556903092,-5.042750905600412,5930.500336329009,5940.315846886973,0.08224835572816731,-4.238094104221316,4115.207832520098,4125.023343078063
133,3,nd,0.2,0.2,False,counts,0.40659995104203744,5.563109309698116,0.14091649187894478,-35.03908788561565,5930.500336329009,5940.315846886973,0.08224835572816731,-4.238094104221316,4115.207832520098,4125.023343078063
134,3,nd,0.5,0.5,False,kde,0.3990664580598136,6.599627833247983,0.25054794112890594,-5.244597085354265,5993.357481567464,6003.172992125428,0.1002289183492463,-4.362871908539528,4148.264534646283,4158.080045204248
135,3,nd,0.5,0.5,False,counts,0.3990664580598136,6.599627833247983,0.21044939179959715,-37.62682575703562,5993.357481567464,6003.172992125428,0.1002289183492463,-4.362871908539528,4148.264534646283,4158.080045204248
136,3,nd,r0.01,0.29027490844107545,False,kde,0.369916863611885,6.3385044919451445,0.209227273872877,-5.149408645822433,5960.351602849907,5970.1671134078715,0.07456137114980473,-4.16032444837928,4088.3184523589307,4098.133962916895
137,3,nd,r0.01,0.29027490844107545,False,counts,0.369916863611885,6.3385044919451445,0.17242482997664962,-36.403714747880905,5960.351602849907,5970.1671134078715,0.07456137114980473,-4.16032444837928,4088.3184523589307,4098.133962916895
138,3,nd,r0.1,2.902749084410755,False,kde,0.41192516087970815,7.240925551796232,0.30899555942927254,-5.3883562206625255,6059.287036326199,6069.1025468841635,0.1233783343012524,-4.500741435133391,4177.3051841882925,4187.120694746257
139,3,nd,r0.1,2.902749084410755,False,counts,0.41192516087970815,7.240925551796232,0.26481139884419197,-39.34285386848342,6059.287036326199,6069.1025468841635,0.1233783343012524,-4.500741435133391,4177.3051841882925,4187.120694746257
140,3,nd,r0.2,5.80549816882151,False,kde,0.44489495817302854,7.55437288199863,0.36512750508412395,-5.516785093663121,6094.375203577687,6104.190714135651,0.15591137289991702,-4.660413874398634,4310.764680819328,4320.580191377292
141,3,nd,r0.2,5.80549816882151,False,counts,0.44489495817302854,7.55437288199863,0.3173988389155853,-41.4711267894602,6094.375203577687,6104.190714135651,0.15591137289991702,-4.660413874398634,4310.764680819328,4320.580191377292
142,3,nd,r0.5,14.513745422053773,False,kde,0.6496620423083561,5.690368593170178,0.4808429055976242,-5.673166917251386,6222.392723947849,6232.208234505813,0.2857718756566761,-4.864646353584321,5110.761499075241,5120.577009633205
143,3,nd,r0.5,14.513745422053773,False,counts,0.6496620423083561,5.690368593170178,0.4278338793253368,-44.05520915789272,6222.392723947849,6232.208234505813,0.2857718756566761,-4.864646353584321,5110.761499075241,5120.577009633205
144,3,nd,0.01,0.01,True,kde,0.7792208838035084,2.6590475844021904,0.20922727387287707,-5.149408645822433,5960.351602849907,5970.1671134078715,0.1779825341866118,-4.599395523763878,5121.2069737496495,5131.022484307614
145,3,nd,0.01,0.01,True,counts,0.7792208838035084,2.6590475844021904,0.17242482997664962,-36.403714747880905,5960.351602849907,5970.1671134078715,0.1779825341866118,-4.599395523763878,5121.2069737496495,5131.022484307614
146,3,nd,0.1,0.1,True,kde,0.8791486648442683,1.493165437732815,0.30899555942927254,-5.3883562206625255,6059.287036326199,6069.1025468841635,0.2905055525136212,-4.835090072501982,5223.720073221584,5233.535583779549
147,3,nd,0.1,0.1,True,counts,0.8791486648442683,1.493165437732815,0.264811398844192,-39.34285386848342,6059.287036326199,6069.1025468841635,0.2905055525136212,-4.835090072501982,5223.720073221584,5233.535583779549
148,3,nd,0.2,0.2,True,kde,0.8928054297365935,1.403492713189074,0.3651275050841237,-5.516785093663121,6094.375203577687,6104.190714135651,0.3545052712974175,-4.877480519245679,5470.837859473644,5480.653370031609
149,3,nd,0.2,0.2,True,counts,0.8928054297365935,1.403492713189074,0.3173988389155852,-41.4711267894602,6094.375203577687,6104.190714135651,0.3545052712974175,-4.877480519245679,5470.837859473644,5480.653370031609
150,3,nd,0.5,0.5,True,kde,0.9143885154655111,1.3639063605792872,0.4808429055976242,-5.673166917251386,6222.392723947849,6232.208234505813,0.4758686087799014,-4.916388448135639,5860.471113346777,5870.286623904742
151,3,nd,0.5,0.5,True,counts,0.9143885154655111,1.3639063605792872,0.42783387932533684,-44.05520915789272,6222.392723947849,6232.208234505813,0.4758686087799014,-4.916388448135639,5860.471113346777,5870.286623904742
152,3,nd,r0.01,0.01,True,kde,0.7792208838035084,2.6590475844021904,0.20922727387287707,-5.149408645822433,5960.351602849907,5970.1671134078715,0.1779825341866118,-4.599395523763878,5121.2069737496495,5131.022484307614
153,3,nd,r0.01,0.01,True,counts,0.7792208838035084,2.6590475844021904,0.17242482997664962,-36.403714747880905,5960.351602849907,5970.1671134078715,0.1779825341866118,-4.599395523763878,5121.2069737496495,5131.022484307614
154,3,nd,r0.1,0.1,True,kde,0.8791486648442683,1.493165437732815,0.30899555942927254,-5.3883562206625255,6059.287036326199,6069.1025468841635,0.2905055525136212,-4.835090072501982,5223.720073221584,5233.535583779549
155,3,nd,r0.1,0.1,True,counts,0.8791486648442683,1.493165437732815,0.264811398844192,-39.34285386848342,6059.287036326199,6069.1025468841635,0.2905055525136212,-4.835090072501982,5223.720073221584,5233.535583779549
156,3,nd,r0.2,0.2,True,kde,0.8928054297365935,1.403492713189074,0.3651275050841237,-5.516785093663121,6094.375203577687,6104.190714135651,0.3545052712974175,-4.877480519245679,5470.837859473644,5480.653370031609
157,3,nd,r0.2,0.2,True,counts,0.8928054297365935,1.403492713189074,0.3173988389155852,-41.4711267894602,6094.375203577687,6104.190714135651,0.3545052712974175,-4.877480519245679,5470.837859473644,5480.653370031609
158,3,nd,r0.5,0.5,True,kde,0.9143885154655111,1.3639063605792872,0.4808429055976242,-5.673166917251386,6222.392723947849,6232.208234505813,0.4758686087799014,-4.916388448135639,5860.471113346777,5870.286623904742
159,3,nd,r0.5,0.5,True,counts,0.9143885154655111,1.3639063605792872,0.42783387932533684,-44.05520915789272,6222.392723947849,6232.208234505813,0.4758686087799014,-4.916388448135639,5860.471113346777,5870.286623904742
160,3,kde,0.01,,False,kde,0.3884454350465466,7.285612986400494,0.29701294160688657,-5.3500763590325136,6055.988102739928,6065.803613297892,0.10806676417448975,-4.408654447898401,4155.934489609906,4165.750000167871
161,3,kde,0.01,,False,counts,0.3884454350465466,7.285612986400494,0.25367856355382423,-38.709121360285415,6055.988102739928,6065.803613297892,0.10806676417448975,-4.408654447898401,4155.934489609906,4165.750000167871
162,3,kde,0.1,,False,kde,0.3884454350465466,7.285612986400494,0.29701294160688657,-5.3500763590325136,6055.988102739928,6065.803613297892,0.10806676417448975,-4.408654447898401,4155.934489609906,4165.750000167871
163,3,kde,0.1,,False,counts,0.3884454350465466,7.285612986400494,0.25367856355382423,-38.709121360285415,6055.988102739928,6065.803613297892,0.10806676417448975,-4.408654447898401,4155.934489609906,4165.750000167871
164,3,kde,0.2,,False,kde,0.3884454350465466,7.285612986400494,0.29701294160688657,-5.3500763590325136,6055.988102739928,6065.803613297892,0.10806676417448975,-4.408654447898401,4155.934489609906,4165.750000167871
165,3,kde,0.2,,False,counts,0.3884454350465466,7.285612986400494,0.25367856355382423,-38.709121360285415,6055.988102739928,6065.803613297892,0.10806676417448975,-4.408654447898401,4155.934489609906,4165.750000167871
166,3,kde,0.5,,False,kde,0.3884454350465466,7.285612986400494,0.29701294160688657,-5.3500763590325136,6055.988102739928,6065.803613297892,0.10806676417448975,-4.408654447898401,4155.934489609906,4165.750000167871
167,3,kde,0.5,,False,counts,0.3884454350465466,7.285612986400494,0.25367856355382423,-38.709121360285415,6055.988102739928,6065.803613297892,0.10806676417448975,-4.408654447898401,4155.934489609906,4165.750000167871
168,3,kde,r0.01,,False,kde,0.3884454350465466,7.285612986400494,0.29701294160688657,-5.3500763590325136,6055.988102739928,6065.803613297892,0.10806676417448975,-4.408654447898401,4155.934489609906,4165.750000167871
169,3,kde,r0.01,,False,counts,0.3884454350465466,7.285612986400494,0.25367856355382423,-38.709121360285415,6055.988102739928,6065.803613297892,0.10806676417448975,-4.408654447898401,4155.934489609906,4165.750000167871
170,3,kde,r0.1,,False,kde,0.3884454350465466,7.285612986400494,0.29701294160688657,-5.3500763590325136,6055.988102739928,6065.803613297892,0.10806676417448975,-4.408654447898401,4155.934489609906,4165.750000167871
171,3,kde,r0.1,,False,counts,0.3884454350465466,7.285612986400494,0.25367856355382423,-38.709121360285415,6055.988102739928,6065.803613297892,0.10806676417448975,-4.408654447898401,4155.934489609906,4165.750000167871
172,3,kde,r0.2,,False,kde,0.3884454350465466,7.285612986400494,0.29701294160688657,-5.3500763590325136,6055.988102739928,6065.803613297892,0.10806676417448975,-4.408654447898401,4155.934489609906,4165.750000167871
173,3,kde,r0.2,,False,counts,0.3884454350465466,7.285612986400494,0.25367856355382423,-38.709121360285415,6055.988102739928,6065.803613297892,0.10806676417448975,-4.408654447898401,4155.934489609906,4165.750000167871
174,3,kde,r0.5,,False,kde,0.3884454350465466,7.285612986400494,0.29701294160688657,-5.3500763590325136,6055.988102739928,6065.803613297892,0.10806676417448975,-4.408654447898401,4155.934489609906,4165.750000167871
175,3,kde,r0.5,,False,counts,0.3884454350465466,7.285612986400494,0.25367856355382423,-38.709121360285415,6055.988102739928,6065.803613297892,0.10806676417448975,-4.408654447898401,4155.934489609906,4165.750000167871
176,3,kde,0.01,,True,kde,0.8610431468937717,1.747526123992302,0.29701294160688657,-5.3500763590325136,6055.988102739928,6065.803613297892,0.2558102173722469,-4.790301113502987,5136.051031550987,5145.866542108952
177,3,kde,0.01,,True,counts,0.8610431468937717,1.747526123992302,0.2536785635538243,-38.709121360285415,6055.988102739928,6065.803613297892,0.2558102173722469,-4.790301113502987,5136.051031550987,5145.866542108952
178,3,kde,0.1,,True,kde,0.8610431468937717,1.747526123992302,0.29701294160688657,-5.3500763590325136,6055.988102739928,6065.803613297892,0.2558102173722469,-4.790301113502987,5136.051031550987,5145.866542108952
179,3,kde,0.1,,True,counts,0.8610431468937717,1.747526123992302,0.2536785635538243,-38.709121360285415,6055.988102739928,6065.803613297892,0.2558102173722469,-4.790301113502987,5136.051031550987,5145.866542108952
180,3,kde,0.2,,True,kde,0.8610431468937717,1.747526123992302,0.29701294160688657,-5.3500763590325136,6055.988102739928,6065.803613297892,0.2558102173722469,-4.790301113502987,5136.051031550987,5145.866542108952
181,3,kde,0.2,,True,counts,0.8610431468937717,1.747526123992302,0.2536785635538243,-38.709121360285415,6055.988102739928,6065.803613297892,0.2558102173722469,-4.790301113502987,5136.051031550987,5145.866542108952
182,3,kde,0.5,,True,kde,0.8610431468937717,1.747526123992302,0.29701294160688657,-5.3500763590325136,6055.988102739928,6065.803613297892,0.2558102173722469,-4.790301113502987,5136.051031550987,5145.866542108952
183,3,kde,0.5,,True,counts,0.8610431468937717,1.747526123992302,0.2536785635538243,-38.709121360285415,6055.988102739928,6065.803613297892,0.2558102173722469,-4.790301113502987,5136.051031550987,5145.866542108952
184,3,kde,r0.01,,True,kde,0.8610431468937717,1.747526123992302,0.29701294160688657,-5.3500763590325136,6055.988102739928,6065.803613297892,0.2558102173722469,-4.790301113502987,5136.051031550987,5145.866542108952
185,3,kde,r0.01,,True,counts,0.8610431468937717,1.747526123992302,0.2536785635538243,-38.709121360285415,6055.988102739928,6065.803613297892,0.2558102173722469,-4.790301113502987,5136.051031550987,5145.866542108952
186,3,kde,r0.1,,True,kde,0.8610431468937717,1.747526123992302,0.29701294160688657,-5.3500763590325136,6055.988102739928,6065.803613297892,0.2558102173722469,-4.790301113502987,5136.051031550987,5145.866542108952
187,3,kde,r0.1,,True,counts,0.8610431468937717,1.747526123992302,0.2536785635538243,-38.709121360285415,6055.988102739928,6065.803613297892,0.2558102173722469,-4.790301113502987,5136.051031550987,5145.866542108952
188,3,kde,r0.2,,True,kde,0.8610431468937717,1.747526123992302,0.29701294160688657,-5.3500763590325136,6055.988102739928,6065.803613297892,0.2558102173722469,-4.790301113502987,5136.051031550987,5145.866542108952
189,3,kde,r0.2,,True,counts,0.8610431468937717,1.747526123992302,0.2536785635538243,-38.709121360285415,6055.988102739928,6065.803613297892,0.2558102173722469,-4.790301113502987,5136.051031550987,5145.866542108952
190,3,kde,r0.5,,True,kde,0.8610431468937717,1.747526123992302,0.29701294160688657,-5.3500763590325136,6055.988102739928,6065.803613297892,0.2558102173722469,-4.790301113502987,5136.051031550987,5145.866542108952
191,3,kde,r0.5,,True,counts,0.8610431468937717,1.747526123992302,0.2536785635538243,-38.709121360285415,6055.988102739928,6065.803613297892,0.2558102173722469,-4.790301113502987,5136.051031550987,5145.866542108952
